item	itemLabel	icao	countryLabel	loc
http://www.wikidata.org/entity/Q18393232	Rajah Buayan Air Base	RPMB	Philippines	Point(125.235 6.10639)
http://www.wikidata.org/entity/Q18411652	Ulrichen Airport	LSMC	Switzerland	Point(8.29611111 46.5)
http://www.wikidata.org/entity/Q18411652	Ulrichen Airport	LSMC	Switzerland	Point(8.295667 46.501167)
http://www.wikidata.org/entity/Q18473818	Tancos AB Airport	LPTN	Portugal	Point(-8.375333333 39.47675)
http://www.wikidata.org/entity/Q18499978	Santos Airbase	SBST	Brazil	Point(-46.299167 -23.9275)
http://www.wikidata.org/entity/Q18618942	Lista Air Station	ENLI	Norway	Point(6.625 58.1003)
http://www.wikidata.org/entity/Q18666272	Ngerengere Air Force Base	HTNG	Tanzania	Point(38.153833 -6.717472)
http://www.wikidata.org/entity/Q18666272	Ngerengere Air Force Base	HTNG	Tanzania	Point(38.1539 -6.71708)
http://www.wikidata.org/entity/Q18737233	Tây Lộc Airfield	VVHU	Vietnam	Point(107.573055555 16.474444444)
http://www.wikidata.org/entity/Q19406831	Niamey Air Base	DRRN	Niger	Point(2.17028 13.4817)
http://www.wikidata.org/entity/Q19574887	Flesland Air Station	ENBR	Norway	Point(5.21806 60.2936)
http://www.wikidata.org/entity/Q19730186	Atang Senjaya Airbase	WIAJ	Indonesia	Point(106.75527778 -6.53888889)
http://www.wikidata.org/entity/Q19828268	Joint Base Langley–Eustis	KLFI	United States of America	Point(-76.360556 37.082778)
http://www.wikidata.org/entity/Q19873178	Fargo Air National Guard Base	KFAR	United States of America	Point(-96.81575 46.920638888)
http://www.wikidata.org/entity/Q19978459	Q19978459	ESMD	Sweden	Point(14.296111 55.981944)
http://www.wikidata.org/entity/Q19978787	Q19978787	ESNT	Sweden	Point(17.004055555 62.481055555)
http://www.wikidata.org/entity/Q20074238	Bila Tserkva Air Base	UKBC	Ukraine	Point(30.03 49.794722222)
http://www.wikidata.org/entity/Q20404277	Rēzekne	EVNA	Latvia	Point(27.219967 56.557117)
http://www.wikidata.org/entity/Q20446968	La Pesca Naval Air Base	MM22	Mexico	Point(-97.772208 23.794163)
http://www.wikidata.org/entity/Q20447276	Q20447276	RK21	South Korea	Point(128.457777777 38.382777777)
http://www.wikidata.org/entity/Q20447285	Aerodrome R 414, RK1B	RK43	South Korea	Point(128.200146666 38.10555)
http://www.wikidata.org/entity/Q20447298	Q20447298	RK32	South Korea	Point(128.31633 37.95613)
http://www.wikidata.org/entity/Q20447726	Chihhong Airport	RCQS	Taiwan	Point(121.16894444 22.78627778)
http://www.wikidata.org/entity/Q20447726	Chihhong Airport	RCQS	Taiwan	Point(121.181667 22.793333)
http://www.wikidata.org/entity/Q20447726	Chihhong Airport	RCQS	Taiwan	Point(121.181944 22.792778)
http://www.wikidata.org/entity/Q20449639	Adampur Air force base	VIAX	India	Point(75.760792 31.433208)
http://www.wikidata.org/entity/Q20449689	Reichenbach airfield	LSGR	Switzerland	Point(7.677777777 46.613611111)
http://www.wikidata.org/entity/Q20449806	Laverton Airport	YLVT	Australia	Point(144.745833 -37.863612)
http://www.wikidata.org/entity/Q20450861	Suratgarh Air Force Station	VI43	India	Point(73.903888888 29.387777777)
http://www.wikidata.org/entity/Q20453817	Kavala - Amygdaleonas “Lydia” Aerodrome	LGKM	Greece	Point(24.341666666 40.972777777)
http://www.wikidata.org/entity/Q20455723	Sayqal/Al-Seen Military Airbase	OS68	Syria	Point(37.217777777 33.689722222)
http://www.wikidata.org/entity/Q20456171	Tanagra AB Airport	LGTG	Greece	Point(23.56495833 38.33984722)
http://www.wikidata.org/entity/Q20456361	Elefsina Air Base	LGEL	Greece	Point(23.553612 38.068333)
http://www.wikidata.org/entity/Q20457544	Taoyuan Airport	RCGM	Taiwan	Point(121.243333 25.055)
http://www.wikidata.org/entity/Q20458161	Taura Airport	SETA	Ecuador	Point(-79.689228 -2.260903)
http://www.wikidata.org/entity/Q20458161	Taura Airport	SETA	Ecuador	Point(-79.68055556 -2.26111111)
http://www.wikidata.org/entity/Q20461415	Qaleh Morghi Airport	OIIG	Iran	Point(51.381388888 35.644722222)
http://www.wikidata.org/entity/Q20463622	Turtmann Mil Airport	LSMJ	Switzerland	Point(7.713888 46.3025)
http://www.wikidata.org/entity/Q20463995	Sivrihisar Airbase	LTAV	Turkey	Point(31.365 39.45)
http://www.wikidata.org/entity/Q20463995	Sivrihisar Airbase	LTAV	Turkey	Point(31.36531 39.45147)
http://www.wikidata.org/entity/Q20465162	Velasquez Airport	SKVL	Colombia	Point(-74.456967 5.939043)
http://www.wikidata.org/entity/Q20465162	Velasquez Airport	SKVL	Colombia	Point(-74.45666667 5.938611111)
http://www.wikidata.org/entity/Q20466455	Yalova Airbase	LTBP	Turkey	Point(29.376112 40.683888)
http://www.wikidata.org/entity/Q21005896	Chiayi Air Base	RCKU	Taiwan	Point(120.39277778 23.46166667)
http://www.wikidata.org/entity/Q21592797	Tabqa Military Airbase	OS59	Syria	Point(38.566666666 35.754722222)
http://www.wikidata.org/entity/Q21848659	Base Aérea de Ablitas	LETU	Spain	Point(-1.62385 42.011)
http://www.wikidata.org/entity/Q21923995	Kalumburu Airport	YKAL	Australia	Point(126.63614 -14.28518)
http://www.wikidata.org/entity/Q21974264	Phalodi Air Force Station	VIPX	India	Point(72.212361111 27.106297222)
http://www.wikidata.org/entity/Q22284731	Desiderio Army Airfield	RKSG	South Korea	Point(127.031072222 36.962213888)
http://www.wikidata.org/entity/Q23783845	Frutigen Air Base	LSFR	Switzerland	Point(7.65588611 46.58888056)
http://www.wikidata.org/entity/Q23783848	Münster airfield	LSPU	Switzerland	Point(8.263333333 46.48)
http://www.wikidata.org/entity/Q23783850	San Vittore Heliport	LSXV	Switzerland	Point(9.096125 46.23422222)
http://www.wikidata.org/entity/Q24635004	Balbasovo Air Base	UMIO	Belarus	Point(30.29666667 54.44)
http://www.wikidata.org/entity/Q24942002	Udhampur Air Force Station	VIUM	India	Point(75.156111 32.901944)
http://www.wikidata.org/entity/Q24942048	Naliya Air Force Station	VANY	India	Point(68.9 23.22)
http://www.wikidata.org/entity/Q25393945	Pristan (air base)	XHWP	Russia	Point(132.3289 43.2376)
http://www.wikidata.org/entity/Q25477715	İlker Karter Airfield	LCIK	Northern Cyprus	Point(33.268055555 35.274722222)
http://www.wikidata.org/entity/Q26261002	Cheshnegirovo Air Base	LBPS	Bulgaria	Point(24.99138889 42.11388889)
http://www.wikidata.org/entity/Q28008676	Santa Gertrudis Air Force Base	MMSG	Mexico	Point(-105.7 27.786388888)
http://www.wikidata.org/entity/Q28024962	Q28024962	MXNT	Mexico	Point(-105.716944444 22.536944444)
http://www.wikidata.org/entity/Q28449604	NOLF Holley	KNKL	United States of America	Point(-86.89972222 30.43083333)
http://www.wikidata.org/entity/Q28450837	Juanchaco Airport	SKJC	Colombia	Point(-77.36194444 3.93611111)
http://www.wikidata.org/entity/Q28450837	Juanchaco Airport	SKJC	Colombia	Point(-77.36138889 3.938055556)
http://www.wikidata.org/entity/Q28670273	Q28670273	LIBJ	Italy	Point(16.045277777 38.641388888)
http://www.wikidata.org/entity/Q29613852	Changsha Datuopu Air Force Base	ZGCS	People's Republic of China	Point(112.95799 28.06653)
http://www.wikidata.org/entity/Q30890952	Oktyabrskoye (air base)	UKFT	Russia	Point(34.1036 45.3123)
http://www.wikidata.org/entity/Q30890952	Oktyabrskoye (air base)	UKFT	Ukraine	Point(34.1036 45.3123)
http://www.wikidata.org/entity/Q30891134	Kulbakino Air Base	UKOR	Ukraine	Point(32.098733333 46.936516666)
http://www.wikidata.org/entity/Q35270629	Khouribga	GMMK	Morocco	Point(-6.95065 32.85933)
http://www.wikidata.org/entity/Q38250457	RAAF Base Woomera	YPWR	Australia	Point(136.81694444 -31.14416667)
http://www.wikidata.org/entity/Q49751599	United States Air Force Academy Airfield	KAFF	United States of America	Point(-104.820032722 38.973391416)
http://www.wikidata.org/entity/Q49751599	United States Air Force Academy Airfield	KAFF	United States of America	Point(-104.81331 38.96944)
http://www.wikidata.org/entity/Q55630966	RAF Leuchars	EGQL	United Kingdom	Point(-2.85885 56.37478)
http://www.wikidata.org/entity/Q55641527	RAF Church Fenton	EGXG	United Kingdom	Point(-1.1955 53.83433)
http://www.wikidata.org/entity/Q56289584	Eindhoven Air Base	EHEH	Netherlands	Point(5.38313 51.451679)
http://www.wikidata.org/entity/Q60647922	Fath Air Base	OIIF	Iran	Point(50.934722222 35.716944444)
http://www.wikidata.org/entity/Q60747438	Al-Safran Air Base	OMSM	United Arab Emirates	Point(53.820556 23.651944)
http://www.wikidata.org/entity/Q61671760	Bradshaw Army Airfield Aerodrome	PHSF	United States of America	Point(-155.553766194 19.760013388)
http://www.wikidata.org/entity/Q62073571	HMAS Stirling	YGAD	Australia	Point(115.683333333 -32.241666666)
http://www.wikidata.org/entity/Q64438433	Q64438433	UMMR	Belarus	Point(24.3677 53.2972)
http://www.wikidata.org/entity/Q65117572	Torzhok air base	UUET	Russia	Point(35.003611 57.046111)
http://www.wikidata.org/entity/Q65172024	Zernograd airbase	XRRG	Russia	Point(40.3806 46.8288)
http://www.wikidata.org/entity/Q65172024	Zernograd airbase	XRRG	Russia	Point(40.38 46.833611111)
http://www.wikidata.org/entity/Q68421244	Isla Guadalupe Airport	MMGD	Mexico	Point(-118.272309 29.023616)
http://www.wikidata.org/entity/Q74841786	MacDill Air Force Base Auxiliary Field	KAGR	United States of America	Point(-81.341563888 27.64785)
http://www.wikidata.org/entity/Q97703570	Wooloomanata Airport	YWOT	Australia	Point(144.37166667 -37.93666667)
http://www.wikidata.org/entity/Q99688116	Ponoy	ULMO	Russia	Point(41.1055183 67.1102369)
http://www.wikidata.org/entity/Q99688116	Ponoy	ULMO	Soviet Union	Point(41.1055183 67.1102369)
http://www.wikidata.org/entity/Q84314120	Baranovichi Air Base	UMMA	Belarus	Point(26.0499992 53.0999985)
http://www.wikidata.org/entity/Q86678865	Dzhankoy Airport	UKFY	Russia	Point(34.4195 45.6914)
http://www.wikidata.org/entity/Q86678865	Dzhankoy Airport	UKFY	Russia	Point(34.4197 45.699)
http://www.wikidata.org/entity/Q86678865	Dzhankoy Airport	UKFY	Ukraine	Point(34.4195 45.6914)
http://www.wikidata.org/entity/Q86678865	Dzhankoy Airport	UKFY	Ukraine	Point(34.4197 45.699)
http://www.wikidata.org/entity/Q87031481	Q87031481	SKFJ	Colombia	Point(-74.850364 4.260003)
http://www.wikidata.org/entity/Q112604577	Q112604577	OS59	Syria	Point(38.566666666 35.754722222)
http://www.wikidata.org/entity/Q113004678	Q113004678	ETHL	Germany	Point(9.910019444 48.220297222)
http://www.wikidata.org/entity/Q113549157	Jalibah Southeast Air Base	ORJA	Iraq	Point(46.601111111 30.541388888)
http://www.wikidata.org/entity/Q122910153	Wadi El Gandali Airport	HE13	Egypt	Point(31.839722222 30.049444444)
http://www.wikidata.org/entity/Q123117597	Helwan Airfield	HE15	Egypt	Point(31.3294 29.8203)
http://www.wikidata.org/entity/Q3275924	Gjadër Air Base	LAGJ	Albania	Point(19.598527777 41.895166666)
http://www.wikidata.org/entity/Q3276024	Canoas Air Force Base	SBCO	Brazil	Point(-51.14437 -29.94594)
http://www.wikidata.org/entity/Q3276024	Canoas Air Force Base	SBCO	Brazil	Point(-51.14444444 -29.94583333)
http://www.wikidata.org/entity/Q3276024	Canoas Air Force Base	SBCO	Brazil	Point(-51.143612 -29.945555)
http://www.wikidata.org/entity/Q3298050	Los Alamitos Army Airfield	KSLI	United States of America	Point(-118.051388888 33.79)
http://www.wikidata.org/entity/Q3344253	Lumbia Airport	RPML	Philippines	Point(124.611111111 8.415555555)
http://www.wikidata.org/entity/Q3344253	Lumbia Airport	RPML	Philippines	Point(124.611355 8.416212)
http://www.wikidata.org/entity/Q3415044	RAF Manston	EGMH	United Kingdom	Point(1.35028 51.3478)
http://www.wikidata.org/entity/Q3448553	Omidiyeh Air Base	OIAJ	Iran	Point(49.535 30.835277777)
http://www.wikidata.org/entity/Q3448848	Doshan Tappeh Air Base	OIID	Iran	Point(51.475277777 35.703055555)
http://www.wikidata.org/entity/Q3495920	Sarh Airport	FTTA	Chad	Point(18.379444444 9.151111111)
http://www.wikidata.org/entity/Q16911664	Puerto Calderón Airport	SFPI	Argentina	Point(-59.580175 -51.33134167)
http://www.wikidata.org/entity/Q16932169	RNAS Merryfield	EGDW	United Kingdom	Point(-2.935667 50.9625)
http://www.wikidata.org/entity/Q17082712	Naval Base Ventura County	KNTD	United States of America	Point(-119.1211111 34.12027778)
http://www.wikidata.org/entity/Q17332225	Lodrino Air Base	LSML	Switzerland	Point(8.992777777 46.294444444)
http://www.wikidata.org/entity/Q17366636	Säve airbase	ESIC	Sweden	Point(11.870277777 57.774722222)
http://www.wikidata.org/entity/Q17399777	Q17399777	MM70	Mexico	Point(-101.312 20.6733)
http://www.wikidata.org/entity/Q10860401	Kelly Field	KSKF	United States of America	Point(-98.58649 29.38003)
http://www.wikidata.org/entity/Q10860405	Vatry Air Base	LFOK	France	Point(4.195555555 48.776944444)
http://www.wikidata.org/entity/Q16899355	Robert Gray Army Airfield	KGRK	United States of America	Point(-97.673 31.361)
http://www.wikidata.org/entity/Q10822643	Quinhon Airport	VVQN	Vietnam	Point(109.2405556 13.78166667)
http://www.wikidata.org/entity/Q10850030	Smara Airport	GMMA	Morocco	Point(-11.68444444 26.73166667)
http://www.wikidata.org/entity/Q10853535	RAAF Base Darwin	YPDN	Australia	Point(130.876666666 -12.414722222)
http://www.wikidata.org/entity/Q10853538	RAF South Cerney	EGCY	United Kingdom	Point(-1.92444 51.6908)
http://www.wikidata.org/entity/Q10860387	New Castle Air National Guard Base	KILG	United States of America	Point(-75.5992 39.6853)
http://www.wikidata.org/entity/Q10860388	Pacific Missile Range Facility	PHBK	United States of America	Point(-159.784722222 22.025)
http://www.wikidata.org/entity/Q10860390	PAF Base Nur Khan	OPRN	Pakistan	Point(73.099167 33.616389)
http://www.wikidata.org/entity/Q10860391	AFB Langebaanweg	FALW	South Africa	Point(18.165277777 -32.968888888)
http://www.wikidata.org/entity/Q10860392	McGuire Air Force Base	KWRI	United States of America	Point(-74.587795 40.027988)
http://www.wikidata.org/entity/Q10860393	Halwara Air Force Station	VIHX	India	Point(75.62972222 30.74861111)
http://www.wikidata.org/entity/Q10860394	AFB Waterkloof	FAWK	South Africa	Point(28.2225 -25.83)
http://www.wikidata.org/entity/Q10860397	Slatina Air Base	BKPR	Kosovo	Point(21.035833333 42.572777777)
http://www.wikidata.org/entity/Q10860400	Châteauroux-Déols Air Base	LFLX	France	Point(1.730555555 46.862222222)
http://www.wikidata.org/entity/Q4651421	AFB Swartkop	FASK	South Africa	Point(28.163333 -25.811667)
http://www.wikidata.org/entity/Q4651421	AFB Swartkop	FASK	South Africa	Point(28.164444444 -25.806944444)
http://www.wikidata.org/entity/Q4651424	AFB Ysterplaat	FAYP	South Africa	Point(18.4975 -33.901112)
http://www.wikidata.org/entity/Q4651612	AFS Port Elizabeth	FAPE	South Africa	Point(25.61027778 -33.99)
http://www.wikidata.org/entity/Q4670373	Abu Suwayr Air Base	HE35	Egypt	Point(32.0953 30.5725)
http://www.wikidata.org/entity/Q4670373	Abu Suwayr Air Base	HE35	Egypt	Point(32.09534167 30.57266389)
http://www.wikidata.org/entity/Q4694132	Agrinion Military Airport	LGAG	Greece	Point(21.351111111 38.601944444)
http://www.wikidata.org/entity/Q4702112	Akıncı Air Base	LTAE	Turkey	Point(32.565555555 40.078888888)
http://www.wikidata.org/entity/Q4702553	Al-Iskandariyah New Air Base	ORAI	Iraq	Point(44.27888889 32.96527778)
http://www.wikidata.org/entity/Q4702553	Al-Iskandariyah New Air Base	ORAI	Iraq	Point(44.27 32.97)
http://www.wikidata.org/entity/Q4703278	Al-Taqaddum Air Base	ORAT	Iraq	Point(43.59 33.339444)
http://www.wikidata.org/entity/Q4703502	Al Asad Airbase	ORAA	Iraq	Point(42.4411 33.7856)
http://www.wikidata.org/entity/Q4703502	Al Asad Airbase	ORAA	Iraq	Point(42.43333333 33.8)
http://www.wikidata.org/entity/Q4704169	Al Jufra Air Base	HL69	Libya	Point(16.001111111 29.198055555)
http://www.wikidata.org/entity/Q4742089	Amedee Army Airfield	KAHC	United States of America	Point(-120.151 40.2658)
http://www.wikidata.org/entity/Q4754715	Andravida Air Base	LGAD	Greece	Point(21.28333333 37.93333333)
http://www.wikidata.org/entity/Q7275397	Hullavington Airfield	EGDV	United Kingdom	Point(-2.13333 51.525)
http://www.wikidata.org/entity/Q7275408	RAF Jurby Head	EGOJ	Isle of Man	Point(-4.54083333 54.33666667)
http://www.wikidata.org/entity/Q7275431	RAF Leconfield	EGXV	United Kingdom	Point(-0.4375 53.876944444)
http://www.wikidata.org/entity/Q7275442	RAF Little Rissington	EGVL	United Kingdom	Point(-1.7 51.8667)
http://www.wikidata.org/entity/Q7275460	RAF Machrihanish	EGEC	United Kingdom	Point(-5.68639 55.4372)
http://www.wikidata.org/entity/Q7275499	Newton Airfield	EGXN	United Kingdom	Point(-0.989444 52.9664)
http://www.wikidata.org/entity/Q7228049	Ponta Pelada Airport	SBMN	Brazil	Point(-59.986388888 -3.146111111)
http://www.wikidata.org/entity/Q7242494	Prešov Air Base	LZPW	Slovakia	Point(21.3156 49.0297)
http://www.wikidata.org/entity/Q7244055	Prince Hassan Air Base	OJHF	Jordan	Point(37.14972222 32.16083333)
http://www.wikidata.org/entity/Q7274959	RAAF Base East Sale	YMES	Australia	Point(147.149444444 -38.098888888)
http://www.wikidata.org/entity/Q7274961	RAAF Base Glenbrook	YGNB	Australia	Point(150.636666666 -33.763333333)
http://www.wikidata.org/entity/Q7274971	RAAF Gingin	YGIG	Australia	Point(115.863333 -31.465278)
http://www.wikidata.org/entity/Q7274971	RAAF Gingin	YGIG	Australia	Point(115.863333333 -31.465)
http://www.wikidata.org/entity/Q7274973	RAAF Curtin	YCIN	Australia	Point(123.828333333 -17.581388888)
http://www.wikidata.org/entity/Q7274976	RAAF Learmonth	YPLM	Australia	Point(114.088611111 -22.235833333)
http://www.wikidata.org/entity/Q7274980	RAAF Scherger	YBSG	Australia	Point(142.086666666 -12.623333333)
http://www.wikidata.org/entity/Q7275116	RAFO Thumrait air base	OOTH	Oman	Point(54.024444444 17.665833333)
http://www.wikidata.org/entity/Q7275122	RAF Abingdon	EGUD	United Kingdom	Point(-1.31667 51.6908)
http://www.wikidata.org/entity/Q7275157	RAF Barkston Heath	EGYE	United Kingdom	Point(-0.561666666 52.962222222)
http://www.wikidata.org/entity/Q7275191	RAF Boulmer	EGQM	United Kingdom	Point(-1.623 55.407)
http://www.wikidata.org/entity/Q7275252	RAF Coltishall	EGYC	United Kingdom	Point(1.357222222 52.754722222)
http://www.wikidata.org/entity/Q7275257	RAF Cottesmore	EGXJ	United Kingdom	Point(-0.651388888 52.729444444)
http://www.wikidata.org/entity/Q7275270	RAF Deanland	EGKL	United Kingdom	Point(0.1525 50.8806)
http://www.wikidata.org/entity/Q7275271	RAF Deenethorpe	UK01	United Kingdom	Point(-0.585 52.5025)
http://www.wikidata.org/entity/Q7275279	RAF Dishforth	EGXD	United Kingdom	Point(-1.420277777 54.137222222)
http://www.wikidata.org/entity/Q7275280	RAF Doncaster	EGCI	United Kingdom	Point(-1.105 53.5072)
http://www.wikidata.org/entity/Q7275282	RAF Dounreay	EGPY	United Kingdom	Point(-3.72778 58.5833)
http://www.wikidata.org/entity/Q7275319	RAF Finningley	EGXI	United Kingdom	Point(-1.010833333 53.479722222)
http://www.wikidata.org/entity/Q7275327	RAF Fowlmere	EGMA	United Kingdom	Point(0.0579917 52.0787)
http://www.wikidata.org/entity/Q7275353	RAF Greenham Common	EGVI	United Kingdom	Point(-1.282222222 51.378611111)
http://www.wikidata.org/entity/Q7275360	RAF Halton	EGWN	United Kingdom	Point(-0.736111 51.7917)
http://www.wikidata.org/entity/Q7275373	RAF Henlow	EGWE	United Kingdom	Point(-0.303333 52.0156)
http://www.wikidata.org/entity/Q4765979	Ankara Güvercinlik Army Air Base	LTAB	Turkey	Point(32.740775 39.93495)
http://www.wikidata.org/entity/Q4765979	Ankara Güvercinlik Army Air Base	LTAB	Turkey	Point(32.740833 39.935278)
http://www.wikidata.org/entity/Q4791166	Arivonimamo Air Base	FMMA	Madagascar	Point(47.17194444 -19.02916667)
http://www.wikidata.org/entity/Q4791166	Arivonimamo Air Base	FMMA	Madagascar	Point(47.171812 -19.029)
http://www.wikidata.org/entity/Q4860232	Bardufoss Air Station	ENDU	Norway	Point(18.540277777 69.056111111)
http://www.wikidata.org/entity/Q4863172	Barrackpore Air Force Station	VEBR	India	Point(88.35916667 22.78194444)
http://www.wikidata.org/entity/Q4868724	Batchelor Airfield	YBCR	Australia	Point(131.028 -13.0559)
http://www.wikidata.org/entity/Q4900372	Bezmer Air Base	LBIA	Bulgaria	Point(26.352222222 42.454722222)
http://www.wikidata.org/entity/Q4919399	Bizerte-Sidi Ahmed Air Base	DTTB	Tunisia	Point(9.78639722 37.24341667)
http://www.wikidata.org/entity/Q4992267	Rumbula Air Base	EVRC	Latvia	Point(24.22666667 56.88333333)
http://www.wikidata.org/entity/Q5013269	Camp Speicher	ORSH	Iraq	Point(43.5428 34.6731)
http://www.wikidata.org/entity/Q5013269	Camp Speicher	ORSH	Iraq	Point(43.55169 34.68009)
http://www.wikidata.org/entity/Q5028481	Campo de Provas Brigadeiro Velloso	SBCC	Brazil	Point(-54.96527778 -9.33388889)
http://www.wikidata.org/entity/Q5036722	Captain Luis F. Gómez Niño Air Base	SKAP	Colombia	Point(-73.56269444 4.076072222)
http://www.wikidata.org/entity/Q5036722	Captain Luis F. Gómez Niño Air Base	SKAP	Colombia	Point(-73.5625 4.075833333)
http://www.wikidata.org/entity/Q5061076	Iwo Jima Air Base	RJAW	Japan	Point(141.324166666 24.786666666)
http://www.wikidata.org/entity/Q5065943	Cha Eian Airport	VTSN	Thailand	Point(99.958333 8.463888)
http://www.wikidata.org/entity/Q5066007	Chabelley Airport	HDCH	Djibouti	Point(43.066666666 11.516666666)
http://www.wikidata.org/entity/Q5103724	Choctaw Naval Outlying Field	KNFJ	United States of America	Point(-86.959722222 30.506944444)
http://www.wikidata.org/entity/Q5240741	Uzundzhovo Air Base	LBHS	Bulgaria	Point(25.589722222 41.976111111)
http://www.wikidata.org/entity/Q5243879	Uiju Airfield	ZKUJ	North Korea	Point(124.498555555 40.151722222)
http://www.wikidata.org/entity/Q5306927	Sombor Airport	LYSO	Serbia	Point(19.058158333 45.722216666)
http://www.wikidata.org/entity/Q5309000	Tolemaida Air Base	SKTI	Colombia	Point(-74.649722222 4.244722222)
http://www.wikidata.org/entity/Q5309000	Tolemaida Air Base	SKTI	Colombia	Point(-74.649887 4.2448)
http://www.wikidata.org/entity/Q5309000	Tolemaida Air Base	SKTI	Colombia	Point(-74.63333333 4.244722222)
http://www.wikidata.org/entity/Q5312782	Duke Field	KEGI	United States of America	Point(-86.521959361 30.648586944)
http://www.wikidata.org/entity/Q5365417	Ellington Field Joint Reserve Base	KEFD	United States of America	Point(-95.1589 29.6072)
http://www.wikidata.org/entity/Q5372593	Emirau Airport	AYEE	Papua New Guinea	Point(149.975 -1.64166667)
http://www.wikidata.org/entity/Q5379973	Ensenada Airport	MMES	Mexico	Point(-116.6025 31.795277777)
http://www.wikidata.org/entity/Q5380061	Enstone Airfield	EGTN	United Kingdom	Point(-1.4275 51.9297)
http://www.wikidata.org/entity/Q5467244	Topeka Regional Airport	KFOE	United States of America	Point(-95.665833333 38.951111111)
http://www.wikidata.org/entity/Q5467244	Topeka Regional Airport	KFOE	United States of America	Point(-95.663611111 38.950833333)
http://www.wikidata.org/entity/Q5469363	Kütahya Air Base	LTBN	Turkey	Point(30.01825 39.42419)
http://www.wikidata.org/entity/Q5469363	Kütahya Air Base	LTBN	Turkey	Point(30.020555 39.423888)
http://www.wikidata.org/entity/Q5469363	Kütahya Air Base	LTBN	Turkey	Point(30.01666667 39.42666667)
http://www.wikidata.org/entity/Q5473246	Forward Operating Base Shank	OASH	Afghanistan	Point(69.07731 33.92249)
http://www.wikidata.org/entity/Q5507213	Fuerte Militar Larandia	SKLR	Colombia	Point(-75.49333333 1.47)
http://www.wikidata.org/entity/Q5507213	Fuerte Militar Larandia	SKLR	Colombia	Point(-75.48666667 1.47888889)
http://www.wikidata.org/entity/Q5607481	Grenier Air Force Base	KMHT	United States of America	Point(-71.435555555 42.9325)
http://www.wikidata.org/entity/Q5608629	Grider Field	KPBF	United States of America	Point(-91.937222222 34.176944444)
http://www.wikidata.org/entity/Q5623569	Gweru-Thornhill Air Base	FVTL	Zimbabwe	Point(29.858333 -19.441667)
http://www.wikidata.org/entity/Q5623569	Gweru-Thornhill Air Base	FVTL	Zimbabwe	Point(29.8619 -19.4364)
http://www.wikidata.org/entity/Q5623569	Gweru-Thornhill Air Base	FVTL	Zimbabwe	Point(29.861944444 -19.436388888)
http://www.wikidata.org/entity/Q5659042	Francisco Sarabia National Airport	MMTB	Mexico	Point(-93.173237 16.73998)
http://www.wikidata.org/entity/Q5659239	Militar de León Airport	LELN	Spain	Point(-5.656111111 42.588611111)
http://www.wikidata.org/entity/Q5669602	Joint Base Pearl Harbor-Hickam	PHNL	United States of America	Point(-157.9438889 21.34916667)
http://www.wikidata.org/entity/Q5721570	Pie de la Cuesta Air Force Base	MM41	Mexico	Point(-99.988711111 16.910244444)
http://www.wikidata.org/entity/Q5721576	Tte. 2° Mario W. Parallada Airbase	SUDU	Uruguay	Point(-56.49917222 -33.35886667)
http://www.wikidata.org/entity/Q5721609	Las Palmas Air Base	SPLP	Peru	Point(-77.0025 -12.15972222)
http://www.wikidata.org/entity/Q5721609	Las Palmas Air Base	SPLP	Peru	Point(-76.998333 -12.161667)
http://www.wikidata.org/entity/Q5721609	Las Palmas Air Base	SPLP	Peru	Point(-76.99748 -12.15854)
http://www.wikidata.org/entity/Q5732371	Panevėžys Air Base	EYPP	Lithuania	Point(24.46 55.73)
http://www.wikidata.org/entity/Q5733903	RoAF 90th Airlift Base	LROP	Romania	Point(26.08916667 44.56166667)
http://www.wikidata.org/entity/Q5753943	RoAF 57th Air Base	LRCK	Romania	Point(28.48699722 44.36299722)
http://www.wikidata.org/entity/Q5754926	RoAF 93rd Air Base	LRTR	Romania	Point(21.33399722 45.81)
http://www.wikidata.org/entity/Q5754946	RoAF 86th Air Base	LRFT	Romania	Point(27.72555556 44.39555556)
http://www.wikidata.org/entity/Q6042066	Temelli Airfield	LT01	Turkey	Point(32.3786 39.7389)
http://www.wikidata.org/entity/Q6147872	PAF Base M.M. Alam	OPMI	Pakistan	Point(71.570833333 32.563055555)
http://www.wikidata.org/entity/Q6350188	Kalaikunda Air Force Station	VEDX	India	Point(87.21454722 22.33941667)
http://www.wikidata.org/entity/Q6358138	Kamina Air Base	FZSA	Democratic Republic of the Congo	Point(25.25277778 -8.64194444)
http://www.wikidata.org/entity/Q6358138	Kamina Air Base	FZSA	Democratic Republic of the Congo	Point(25.248055 -8.626667)
http://www.wikidata.org/entity/Q6374904	Kasuminome Air Field	RJSU	Japan	Point(140.923055555 38.235555555)
http://www.wikidata.org/entity/Q6398040	Key Field Air National Guard Base	KMEI	United States of America	Point(-88.7519 32.3161)
http://www.wikidata.org/entity/Q6398040	Key Field Air National Guard Base	KMEI	United States of America	Point(-88.74739 32.33108)
http://www.wikidata.org/entity/Q6404068	Kibrit Air Base	HE34	Egypt	Point(32.49 30.24583333)
http://www.wikidata.org/entity/Q6413305	Kingsley Field Air National Guard Base	KLMT	United States of America	Point(-121.733 42.1561)
http://www.wikidata.org/entity/Q6418282	Kitona Air Base	FZAI	Democratic Republic of the Congo	Point(12.446388 -5.918055)
